Maine 2025 Priority Bills,Stance,Issues,Status Text,Future Hearing Dates,Last Timeline Action,Source Link,AI Summary,Sponsors List,Cosponsors List
L.D. 118 (S.P. 21): An Act to Allow Candidates for Sheriff and District Attorney to Participate in the Maine Clean Election Act ,Support,Elections,Introduced or Prefiled,,Reported Out Ontp,https://legislature.maine.gov/billtracker/#Paper/118?legislature=132,"The legislative text introduces amendments to the Maine Clean Election Act, allowing candidates for the positions of sheriff and district attorney to participate in the public campaign financing system starting with the 2028 election cycle. The primary objective of these amendments is to extend the benefits of the Maine Clean Election Act, which provides an alternative campaign financing option, to these additional offices. The legislation modifies existing statutes by including sheriffs and district attorneys alongside governors, state senators, and state representatives as eligible participants. This change is reflected in various sections of the Maine Revised Statutes Annotated (MRSA), specifically in sections 1122, 1123, 1124, and 1125, among others. The amendments also establish a qualifying period for these candidates, which begins on January 1st of the election year and ends on April 20th. The Maine Clean Election Fund, a special, dedicated, nonlapsing fund, will finance the election campaigns of certified candidates for these positions, as well as cover administrative and enforcement costs. The commission responsible for administering the Act is tasked with setting terms of participation for sheriff and district attorney candidates, considering factors such as historical spending patterns, population, and competitiveness of races. These terms will include seed money contribution limits, the number of qualifying contributions, and the amount and timing of revenue distributions. The commission is also required to adopt rules to ensure effective administration, including procedures for obtaining qualifying contributions and compliance with the Act.",ME Sen. Rick Bennett (R-ME-018),
L.D. 138 (S.P. 74): An Act to Exempt Airports from Certain State Endangered and Threatened Species Habitat Protections ,Watching,,Introduced or Prefiled,,Voted Otp-Am,https://legislature.maine.gov/billtracker/#Paper/138?legislature=132,"The legislative text introduces an exemption for airports from certain state protections related to endangered and threatened species habitats in Maine. Specifically, it amends existing statutes to ensure that areas located on airport properties are not subject to special management considerations or protection guidelines typically required for habitats of species designated as endangered or threatened. This exemption is reflected in amendments to several sections of the Maine Revised Statutes Annotated (MRSA). Firstly, a new subsection is added to 12 MRSA §12804, which explicitly states that the Commissioner cannot identify or develop protection guidelines for endangered or threatened species habitats on airport properties. Additionally, 12 MRSA §12806 is amended to exclude airport projects from restrictions that prevent state agencies or municipal governments from permitting, licensing, funding, or carrying out projects that could significantly alter such habitats. Furthermore, 38 MRSA §480-B is modified to exclude airport activities or developments from requiring approval based on their impact on endangered or threatened species habitats. These legislative changes collectively aim to facilitate airport operations and development by removing the regulatory burden associated with habitat protection for endangered and threatened species on airport properties.",ME Sen. Rick Bennett (R-ME-018),
L.D. 92 (H.P. 57): An Act Regarding the Management of the Waste Components of a Solar Energy Development upon Decommissioning ,Watching,,Introduced or Prefiled,,Voted Divided Report,https://legislature.maine.gov/billtracker/#Paper/92?legislature=132,"The legislative text outlines a new requirement for the management of waste components from solar energy developments in Maine. The primary provision mandates that upon decommissioning, the waste components of a solar energy development must be recycled or disposed of at an authorized facility within 90 days of their physical removal. This requirement is introduced as an amendment to the existing statute, 35-A MRSA §3491, sub-§1, which previously did not specify a timeline for the recycling or disposal process. The legislation is deemed an emergency measure, necessitating immediate implementation to address the rapid increase in solar energy developments and ensure the timely and proper management of waste components. The emergency clause allows the legislation to take effect as soon as it is approved, bypassing the usual 90-day waiting period after legislative adjournment.",ME Rep. Michael Lemelin (R-ME-053),
L.D. 25 (S.P. 40): An Act to Authorize a General Fund Bond Issue to Fund Wastewater Treatment Facility Planning and Construction of Infrastructure Projects ,Support,"Sewer Systems, Water",Introduced or Prefiled,,"Received By The Secretary Of The Senate On January 6, 2025 And Referred To The Committee On Appropriations And Financial Affairs Pursuant To Joint Rule 308.2",https://legislature.maine.gov/billtracker/#Paper/25?legislature=132,"The legislative text outlines a proposal to authorize the issuance of bonds by the State of Maine, amounting to $50,000,000, to fund wastewater treatment facility planning and infrastructure projects. The primary objective of this legislation is to provide financial assistance in the form of grants to municipalities, quasi-municipal entities, and unorganized townships for the planning and construction of wastewater treatment facilities. These projects aim to facilitate the proper management and disposal of wastewater sludge or biosolids. The bonds, which are backed by the full faith and credit of the State, are not to exceed a term of 10 years from their original issuance date. The proceeds from the bond sales are to be managed by the Treasurer of State and are strictly appropriated for the purposes outlined in the Act. Any unspent funds at the project's completion will revert to the Office of the Treasurer of State for the retirement of general obligation bonds. The legislation also stipulates that any bonds not issued within five years of ratification will be deauthorized, although the Legislature may extend this period by up to five additional years. The Act's provisions will only take effect upon ratification by the state's voters in a statewide election, with the question of approval to be presented on the ballot in November following the Act's passage. If a majority of voters approve, the Act will become effective 30 days after the Governor's proclamation of the election results.",ME Sen. Stacy Brenner (D-ME-030),
L.D. 32 (S.P. 49): An Act to Repeal the Laws Regarding Net Energy Billing ,Oppose,,Introduced or Prefiled,,"Received By The Secretary Of The Senate On January 6, 2025 And Referred To The Committee On Energy, Utilities And Technology Pursuant To Joint Rule 308.2",https://legislature.maine.gov/billtracker/#Paper/32?legislature=132,"The legislative text outlines a comprehensive repeal of existing laws related to net energy billing in the state of Maine. The primary objective of this legislation is to eliminate the authority of the Public Utilities Commission to establish or enforce net energy billing programs for commercial and institutional customers of investor-owned transmission and distribution utilities. This includes the prohibition of any rules or orders that would require utilities to allow customer participation in net energy billing, which is a practice where customers receive bill credits for electricity they generate and supply back to the grid. The legislation also introduces changes to existing statutes, notably repealing sections 35-A MRSA §3209-A, §3209-B, §3209-C, §3209-D, §3209-E, and §3214, which previously governed net energy billing. Additionally, it amends property tax laws by removing exemptions for solar energy equipment that were contingent upon participation in net energy billing programs. The amendments specify that solar energy equipment must use all generated energy on-site to qualify for tax exemptions, eliminating previous provisions that allowed for off-site energy use or net energy billing credits. The legislation sets a significant date of April 1, 2025, for the beginning of property tax years affected by these changes, requiring taxpayers to file reports with the assessor to claim exemptions under the new criteria.",ME Sen. Stacey Guerin (R-ME-004),
L.D. 36 (S.P. 58): An Act to Clarify Processes of the Board of Environmental Protection ,Watching,,Introduced or Prefiled,,Voted Otp-Am,https://legislature.maine.gov/billtracker/#Paper/36?legislature=132,"The legislative text introduces amendments to the processes of the Board of Environmental Protection in Maine. It specifies that the Commissioner of Environmental Protection is not obligated to notify the Board of Environmental Protection about permit by rule notifications, waste transporter applications, and occupational licenses. Additionally, applicants are exempt from providing public notice for these specific types of applications. The legislation modifies the timeline for compliance and appeal processes related to orders concerning uncontrolled hazardous substance sites. It allows individuals to apply for a hearing within 10 working days after the service of the order, rather than after receipt by a responsible party. The board is required to conduct a hearing as expeditiously as possible following the receipt of an application, replacing the previous mandate of holding a hearing within 15 working days. Furthermore, the board's decision must be published within two working days after the decision is made, rather than after the hearing and vote. These changes aim to streamline the notification and hearing processes, potentially reducing administrative burdens and expediting decision-making.",ME Sen. Denise Tepler (D-ME-024),
L.D. 26 (S.P. 41): An Act to Add an Inflation Adjustment to the Maximum Amount of Funding Disbursed from the Maine Ground and Surface Waters Clean-up and Response Fund for Certain Personal Services of the Department of Environmental Protection ,Watching,"Water Quality, Water",Introduced or Prefiled,,Voted Otp,https://legislature.maine.gov/billtracker/#Paper/26?legislature=132,"The legislative text introduces an amendment to the existing statute governing the Maine Ground and Surface Waters Clean-up and Response Fund, specifically targeting the financial management of personal services within the Department of Environmental Protection. The primary provision of this legislation is to adjust the current cap of $7,000,000 on annual disbursements for personal services. This adjustment will be made annually in accordance with the Consumer Price Index (CPI) as published by the United States Department of Labor, Bureau of Labor Statistics. This change aims to ensure that the funding for personal services keeps pace with inflation, thereby maintaining the department's operational effectiveness in administering and enforcing relevant environmental regulations. The legislation does not specify any new funding allocations beyond the inflation adjustment mechanism, nor does it introduce any new deadlines or timelines for implementation.",ME Sen. Anne Carney (D-ME-029),
L.D. 56 (H.P. 20): An Act to Remove the 5 Cent Fee for Bags in Retail Stores ,Watching,,Introduced or Prefiled,,"Received By The Clerk Of The House On January 6, 2025. The Bill Was Referred To The Committee On Environment And Natural Resources Pursuant To Joint Rule 308.2 And Ordered Printed Pursuant To Joint Rule 401.",https://legislature.maine.gov/billtracker/#Paper/56?legislature=132,"The legislative text outlines a bill aimed at eliminating the mandatory 5-cent fee imposed on consumers when retail establishments in Maine provide recycled paper bags or reusable plastic bags at the point of sale. This fee removal is intended to alleviate the economic burden on residents, and the bill is classified as an emergency measure, allowing it to take effect immediately upon approval rather than after the standard 90-day post-adjournment period. The bill amends Section 38 MRSA §1611, sub-§3, which previously mandated that retail establishments charge this fee, with the collected amounts retained by the establishments for any lawful purpose. The amendment removes the requirement for retail establishments to charge the fee and eliminates the previous exemptions that applied to certain stores, restaurants, and hunger relief organizations. The emergency clause underscores the necessity of the bill for the immediate preservation of public peace, health, and safety, thus expediting its enactment.",ME Rep. Michael Lemelin (R-ME-053),
"L.D. 65 (H.P. 29): An Act to Update the Definition of ""Coastal Wetlands"" Under the Natural Resources Protection Act ",Support,"Coastal Protection, Climate Change: Prevention & Reaction",Introduced or Prefiled,,Voted Otp-Am,https://legislature.maine.gov/billtracker/#Paper/65?legislature=132,"The legislative text seeks to amend the definition of ""coastal wetlands"" under the Natural Resources Protection Act in the state of Maine. The primary objective of this amendment is to update the criteria used to identify coastal wetlands, specifically by refining the parameters related to tidal action. The revised definition now includes all tidal and subtidal lands, areas with saltwater-tolerant vegetation primarily found in saltwater or estuarine habitats, and any contiguous lowland such as swamps, marshes, bogs, beaches, or flats that are subject to tidal action during the highest astronomical tide. This determination of tidal action is now to be made by the United States Department of Commerce, National Oceanic and Atmospheric Administration, rather than relying on tide tables published for the year in which an activity is proposed. This change aims to provide a more standardized and potentially more accurate method for identifying coastal wetlands, which may also include portions of coastal sand dunes. The amendment does not specify any funding allocations or financial figures, nor does it introduce any specific timelines or deadlines for implementation.","ME Rep. Victoria ""Vicki"" Doudera (D-ME-041)",
L.D. 39 (H.P. 3): An Act to Require Forest Landowners to Report the Registration or Sale of Their Forest Carbon Credits ,Watching,,Introduced or Prefiled,,Voted Otp-Am,https://legislature.maine.gov/billtracker/#Paper/39?legislature=132,"The legislative text introduces new requirements for forest landowners and forest carbon project developers in Maine to report the registration or sale of forest carbon credits. The primary objective is to ensure transparency and accountability in forest carbon projects, which involve forest management activities aimed at increasing carbon storage or sequestration. The legislation defines key terms such as ""forest carbon credit,"" ""forest carbon project,"" and ""forest carbon project developer"" to clarify the scope and responsibilities under the new law. It mandates that reports must include detailed information about the forest carbon project, such as the names of the project and developers, landowners involved, registration dates, and the total forest acreage enrolled. Additionally, the reports must specify whether the project includes agreements to limit or prohibit timber harvesting and if the credits are sold, whether they will offset emissions elsewhere. Reports are required to be filed within 60 days of the registration or sale of credits, with an initial report fee of $200 for projects over 1,000 acres. The legislation also amends existing statutes to incorporate these new reporting requirements, specifying that reports are due in January for activities extending beyond the calendar year. Furthermore, it establishes a nonlapsing special account to manage the fees collected, which will be used to maintain records and support the Department of Agriculture, Conservation and Forestry's duties. The deadline for filing reports for credits registered or sold before the effective date is set for July 1, 2026.","ME Rep. William ""Bill"" Pluecker (I-ME-044)",
L.D. 75 (H.P. 39): An Act to Update Funding for the Board of Environmental Protection ,Watching,,Introduced or Prefiled,,Voted Otp,https://legislature.maine.gov/billtracker/#Paper/75?legislature=132,"The legislative text outlines an amendment to the funding structure for the Board of Environmental Protection in Maine. The primary provision of this legislation is to increase the annual cap on funds transferred to the Board of Environmental Protection Fund from $325,000 to $450,000. This adjustment aims to enhance the board's capacity to fulfill its responsibilities under the relevant environmental statutes. The funds are sourced from several existing environmental funds, including the Maine Environmental Protection Fund, the Maine Ground and Surface Waters Clean-up and Response Fund, the Maine Hazardous Waste Fund, and the Uncontrolled Sites Fund. The legislation specifies that the money in the Board of Environmental Protection Fund is to be used as a nonlapsing fund, ensuring that it remains available for use in accordance with legislative allocations. This change is reflected in the amendment to 38 MRSA §341-G, which updates the financial cap and clarifies the fund's establishment and usage. The bill does not specify any particular timelines or deadlines beyond the annual nature of the funding cap.","ME Rep. Daniel ""Dan"" Ankeles (D-ME-100)",
"L.D. 69 (H.P. 33): An Act to Repeal the Law Restricting the Use of Certain Plastic, Paper and Single-use Bags ",Oppose,,Introduced or Prefiled,,"Received By The Clerk Of The House On January 6, 2025. The Bill Was Referred To The Committee On Environment And Natural Resources Pursuant To Joint Rule 308.2 And Ordered Printed Pursuant To Joint Rule 401.",https://legislature.maine.gov/billtracker/#Paper/69?legislature=132,"The legislative text outlines a bill aimed at repealing existing restrictions on the use of certain types of bags in the state of Maine. Specifically, it targets the repeal of the law codified in 38 MRSA §1611, which had previously imposed limitations on the use of recycled paper bags, reusable bags made of plastic, and single-use carry-out bags. The primary objective of this legislative action is to remove these restrictions, thereby allowing for the unrestricted use of these types of bags. The bill does not specify any funding allocations or financial figures related to its implementation, nor does it introduce any new timelines or deadlines for compliance or enforcement. The repeal signifies a shift in the regulatory approach to the use of these materials, potentially impacting environmental policies and consumer practices within the state.",ME Rep. Barbara Bagshaw (R-ME-106),
