Maine 2025 Priority Bills,Stance,Issues,Status Text,Future Hearing Dates,Last Timeline Action,Source Link,AI Summary,Sponsors List,Cosponsors List
L.D. 212 (H.P. 135): An Act to Require the Valuation of Energy Produced by Hydropower Dams and Exploration of Alternative Ownership Options Before They Are Removed,Watching,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/HP0135?legislature=132,"This legislative act amends Maine's laws regarding the removal of dams that are part of hydropower projects. Specifically, it introduces a new requirement that, before the Department of Environmental Protection (DEP) or the Maine Land Use Planning Commission can approve a permit for dam removal, the applicant must provide an evaluation of the monetary value of the electrical or mechanical power the dam is capable of generating. Additionally, the applicant must demonstrate that all reasonable efforts were made to sell the dam to an alternative owner, and that such efforts were unsuccessful. The legislation authorizes the relevant department or commission to adopt routine technical rules to implement these new requirements. This change is intended to ensure that the potential energy value and alternative ownership options are fully considered before any hydropower dam is removed, potentially aligning with interests in energy conservation, economic valuation, and responsible resource management. No specific funding allocations or deadlines are mentioned in the bill. The act modifies 38 MRSA §634 by enacting a new subsection 5, thereby adding these procedural requirements to the existing regulatory framework for dam removal in Maine.","ME Rep. Richard ""Dick"" Campbell (R-ME-019)","ME Rep. Steven ""Steve"" Bishop (R-ME-017), ME Sen. David Haggan (R-ME-010), ME Rep. Michael ""Mike"" Soboleski (R-ME-073)"
L.D. 287 (H.P. 187): An Act to Require and Encourage Safe and Interconnected Transportation Construction Projects,Support,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To Any Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 800.",https://legislature.maine.gov/billtracker/#Paper/HP0187?legislature=132,"Legislative Document No. 287, introduced in the 132nd Maine Legislature, establishes new requirements and priorities for state-financed transportation construction projects to enhance safety and interconnectivity, particularly for non-motorized users. The bill enacts 23 MRSA §710, mandating that any transportation construction project with a design commencing on or after January 1, 2026, and costing $500,000 or more, must identify and address locations on state highways and state aid highways that lack adequate pedestrian and bicycle facilities, do not meet Americans with Disabilities Act (ADA) standards, or present unsafe conditions for non-motorized users. Projects must also consult with affected municipalities to confirm connections with other transportation infrastructure, identify links to public transportation, and consider speed management techniques to reduce crash risks. Additionally, the legislation requires that posted speed limits within such projects be adjusted downward, with corresponding design modifications, in areas with higher crash potential, aligning with local plans and ordinances. Facilities must be planned, designed, and constructed to provide context-sensitive solutions that improve connectivity and safety for pedestrians, bicyclists, and public transportation users, including ADA-compliant sidewalks and bicycle facilities. Emergency repair projects and ongoing maintenance are exempt from these requirements, with maintenance to be conducted as per existing law.

The bill also enacts 23 MRSA §711, directing the Department of Transportation to prioritize state funding for transportation construction projects that meet specific criteria. These criteria include providing access for all users (pedestrians, bicyclists, public transportation users), encouraging mixed land use and infill development, facilitating access to affordable or dense housing, promoting walkable neighborhoods, preserving open spaces and natural resources, and fostering robust community participation in project planning and scope. No specific funding amounts are allocated in the bill, but it establishes a framework for prioritizing projects that align with these goals.

The legislation modifies current law by inserting new sections (§710 and §711) into Title 23 of the Maine Revised Statutes, introducing requirements for project design, municipal consultation, speed management, and funding prioritization based on multi-modal access and community development principles. The key timeline is that the requirements apply to projects with design work commencing on or after January 1, 2026. The bill is particularly relevant to organizations focused on transportation safety, accessibility, sustainable development, and community engagement, as it seeks to ensure that state-funded transportation projects support safe, interconnected, and inclusive infrastructure for all users.

In summary, this act aims to improve the safety and connectivity of Maine's transportation network by requiring large-scale projects to address the needs of pedestrians, bicyclists, and public transportation users, and by prioritizing funding for projects that promote mixed-use, walkable, and community-oriented development while preserving natural resources.",ME Rep. Adam Lee (D-ME-089),
L.D. 395 (S.P. 181): An Act to Restore Access to Federal Laws Beneficial to the Wabanaki Nations,Support,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To Any Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 800.",https://legislature.maine.gov/billtracker/#Paper/SP0181?legislature=132,"This legislative act seeks to amend the Maine Implementing Act and related statutes to restore and clarify the application of federal laws and regulations that are generally applicable to or enacted for the benefit of Native American tribes, specifically the Passamaquoddy Tribe, Penobscot Nation, Houlton Band of Maliseet Indians, and Mi'kmaq Nation, within the State of Maine. The bill addresses the limitations imposed by the 1980 Maine Indian Claims Settlement Act (Public Law 96-420), which had previously restricted the application of certain federal Indian laws if they affected or preempted the state's civil, criminal, or regulatory jurisdiction, particularly in areas such as land use and environmental regulation. The new provisions establish that, except as otherwise specified, any federal law or regulation that grants a special status or right to Indian tribes or their lands will apply to these tribes in Maine, regardless of its impact on state law, unless it would create a regulatory gap in public health or safety, in which case state law would fill that gap.

The act creates separate but substantively identical sections for each of the four tribes, affirming their ability to benefit from federal Indian laws and to enact their own laws and ordinances related to the implementation of such federal statutes. However, it maintains certain exceptions: the tribes may only conduct gaming activities in accordance with Maine state law and not under the federal Indian Gaming Regulatory Act; state criminal and juvenile laws continue to apply to the tribes, and conflicting federal statutes do not apply unless specifically made applicable in Maine; and key federal environmental laws (the Clean Water Act, Clean Air Act, Water Quality Act of 1987, and Indian Mineral Development Act of 1982, including future amendments) do not apply to the tribes to the extent that they would preempt state law or extend tribal jurisdiction beyond their lands, unless specifically made applicable by federal law.

The legislation also establishes a notification process: if a tribe believes a state law does not apply due to the operation of federal law, it must notify the Maine Attorney General, who is expected to respond within 30 days if the state disagrees. The absence of such notice or response does not limit the rights of either party to assert their positions in future disputes. The act further provides for contingent repeal: if a court of competent jurisdiction finds that the act is ineffective in causing federal Indian laws to apply to the tribes, the relevant provisions are repealed, with notification requirements for state and tribal officials.

Implementation of the act for each tribe is contingent upon written certification of agreement from the respective tribal governing bodies within 90 days after the adjournment of the legislative session, with the act taking effect 120 days after adjournment if such certification is received. For the Houlton Band of Maliseet Indians and the Mi'kmaq Nation, the act also constitutes a jurisdictional agreement for purposes of the relevant federal settlement acts. The bill does not include any specific funding provisions or financial allocations.

Overall, this legislation is designed to enhance tribal sovereignty and self-determination by enabling Maine's federally recognized tribes to access the full range of federal Indian laws and benefits, while preserving certain areas of state jurisdiction, particularly in gaming, criminal law, and environmental regulation, and establishing clear procedures for resolving jurisdictional disputes.

This bill restores access to federal Indian laws for Maine's tribes, allowing them to benefit from federal statutes and enact their own laws, while maintaining state jurisdiction over gaming, criminal law, and certain environmental matters, contingent on tribal agreement and subject to judicial review.",ME Sen. Rachel Talbot Ross (D-ME-028),"ME Sen. Rick Bennett (R-ME-018), ME Sen. Anne Carney (D-ME-029), ME Rep. Aaron Dana (?-ME-152), ME Rep. Billy Bob Faulkingham (R-ME-012), ME Sen. Matt Harrington (R-ME-033), ME Rep. Amy Kuhn (D-ME-111), ME Rep. Adam Lee (D-ME-089), ME Sen. Joseph ""Joe"" Martin (R-ME-019), ME Sen. Marianne Moore (R-ME-006)"
L.D. 383 (S.P. 149): An Act to Facilitate the Consolidation of the Department of Environmental Protection and the Maine Land Use Planning Commission into a Single Combined Entity,Watching,,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/SP0149?legislature=132,"This legislative amendment to S.P. 149, L.D. 383, titled 'An Act to Facilitate the Consolidation of the Department of Environmental Protection and the Maine Land Use Planning Commission into a Single Combined Entity,' introduces specific appropriations and allocations to support the consolidation process. The amendment provides one-time funding from the General Fund for the fiscal years 2025-26 and 2026-27, allocating $216,779 and $233,487 respectively for personal services, which will fund one limited-period Environmental Specialist III position and one limited-period Senior Planner position, along with associated costs. Additionally, $15,000 is allocated each year for other related expenses. The amendment also allocates $250,000 in the 2025-26 fiscal year for contracted services, with no allocation for this purpose in 2026-27. The total General Fund allocation amounts to $481,779 for 2025-26 and $248,487 for 2026-27. No changes to existing statutes or regulations are specified in this amendment, as its primary focus is on the financial resources necessary to facilitate the consolidation. No specific deadlines or implementation timelines are mentioned beyond the fiscal years for which funding is provided. The amendment aligns with the organization's mission if it is focused on effective environmental governance and resource management, as it supports the administrative and planning capacity needed for the successful merger of the two agencies.","ME Sen. Joseph ""Joe"" Martin (R-ME-019)","ME Sen. Scott Cyrway (R-ME-016), ME Rep. Rachel Henderson (R-ME-078), ME Rep. Michael Lance (R-ME-079), ME Rep. Joshua ""Josh"" Morris (R-ME-091), ME Rep. Michael ""Mike"" Soboleski (R-ME-073), ME Rep. Peter Wood (R-ME-081)"
L.D. 391 (S.P. 177): An Act to Advance Recognition of the Inherent Rights of the Wabanaki Nations,Support,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To Any Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 800.",https://legislature.maine.gov/billtracker/#Paper/SP0177?legislature=132,"The proposed legislation aims to amend existing laws to enhance the recognition of the inherent rights of the Wabanaki Nations. It seeks to align the rights of the Wabanaki Nations with those available to other federally recognized Indian tribes under federal law. The bill does not specify any funding allocations or financial figures, nor does it introduce any specific timelines or deadlines. As a concept draft, the bill outlines its primary objective of restoring and advancing the rights of the Wabanaki Nations without detailing specific legislative changes or amendments to current statutes.",ME Sen. Anne Carney (D-ME-029),
L.D. 444 (H.P. 298): An Act to Lower Energy Costs by Repealing the Law Setting Out the State's Goals for Consumption of Electricity from Renewable Resources,Oppose,,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/HP0298?legislature=132,"Legislative Document No. 444, introduced in the 132nd Maine Legislature, proposes to repeal the statutory section that sets out Maine's goals for the consumption of electricity from renewable resources (35-A MRSA §3210, sub-§1-A). The bill also amends several related statutes to remove references to these renewable energy goals. Specifically, it modifies the criteria used by the Public Utilities Commission (PUC) when evaluating proposals for energy transmission and renewable energy development in northern Maine, eliminating the requirement to consider alignment with the state's renewable energy goals. Instead, the focus shifts to factors such as cost, economic benefit, bidder qualifications, and maximizing benefits to the state. Additionally, the bill amends the Maine Offshore Wind Renewable Energy and Economic Development Program by removing the mandate to advance the now-repealed renewable energy goals, though it retains references to greenhouse gas reduction obligations and climate policies under other sections of Maine law (Title 38, sections 576-A and 577). The legislation also updates language in statutes governing offshore wind transmission infrastructure to reflect the repeal of the renewable energy goals. No specific funding allocations or deadlines are included in the bill. The primary impact of this legislation is to eliminate the statutory framework guiding Maine's transition to renewable electricity, which may affect the state's approach to energy policy, climate action, and economic development in the clean energy sector. This change could have significant implications for organizations focused on advancing renewable energy, climate mitigation, and related workforce and economic development initiatives, as it removes a key legislative driver for renewable energy adoption in Maine.",ME Rep. Laurel Libby (R-ME-090),"ME Rep. Joshua ""Josh"" Morris (R-ME-091), ME Rep. Nathan Wadsworth (R-ME-082)"
L.D. 430 (H.P. 284): An Act to Impose Moratoria on Hydropower Dam Removal and on Water Release from Nonhydropower Dams and to Make Other Changes to the Laws Regulating Such Dams,Watching,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/HP0284?legislature=132,"This emergency legislation imposes temporary moratoria on both the removal of hydropower dams and the release of water from nonhydropower dams in Maine. Specifically, the Department of Environmental Protection is prohibited from approving any application to remove a hydropower dam or from issuing orders to release water from, or otherwise authorize the removal of, nonhydropower dams until January 1, 2027. The bill amends existing statutes (38 MRSA §§634, 902, 903, and 905) by inserting these prohibitions and by extending several statutory deadlines related to dam ownership transfer and agency evaluations from 180 to 210 days, and from 60 to 90 days for certain agency reviews. These changes are intended to provide additional time for consultation and assessment of the impacts of dam removal or water flow changes on local communities, businesses, property owners, and public interests such as recreation, conservation, and safety. The legislation also directs the Department of Environmental Protection to evaluate and report on potential processes, programs, or initiatives to mitigate negative outcomes that may result from dam removal or significant changes in water flows, such as loss of water supply or property damage. This report, including recommendations and possible draft legislation, must be submitted to the Joint Standing Committee on Environment and Natural Resources by January 1, 2026, after which the committee may propose further legislative action. The bill aligns with the organization's mission to ensure careful consideration of environmental, economic, and community impacts before significant changes to dam infrastructure are made, and it emphasizes the importance of stakeholder consultation and public interest evaluation.","ME Rep. Richard ""Dick"" Campbell (R-ME-019)","ME Rep. Shelley Rudnicki (R-ME-067), ME Rep. Michael ""Mike"" Soboleski (R-ME-073), ME Rep. Tiffany Strout (R-ME-011)"
"L.D. 417 (H.P. 271): An Act Regarding the Confidentiality of Certain Records Belonging to the Department of Agriculture, Conservation and Forestry Related to the Bureau of Forestry",Watching,,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/HP0271?legislature=132,"This legislative amendment to H.P. 271, L.D. 417, revises the confidentiality provisions for records held by the Bureau of Forestry within Maine's Department of Agriculture, Conservation and Forestry. The amendment enacts a new section, 12 MRSA §8007, which specifically addresses the confidentiality of records related to investigations of complaints or suspected violations involving forest products harvesters or haulers, as well as records obtained in the course of providing services to these individuals. Under the new law, such records are confidential during the pendency of an investigation but become public upon the conclusion of the investigation unless otherwise protected by law. The amendment outlines exceptions that allow for limited disclosure during an investigation, such as to designated bureau employees, other agencies in cases of possible legal violations, or to prevent imminent harm, with certain decisions reserved solely for the bureau director. It also clarifies that the sharing of investigative records from the Attorney General with the bureau does not waive their confidentiality for other purposes. A civil penalty of up to $1,000 is established for unauthorized disclosure of confidential records. The amendment narrows the bill’s scope to focus on records associated with investigations and services related to forest products harvesters or haulers, aligning with the bureau’s regulatory and service functions. No specific funding allocations or deadlines are included in the text, but a fiscal note is required.","ME Rep. Jennifer ""Jen"" Poirier (R-ME-070)","ME Sen. Rachel Talbot Ross (D-ME-028), ME Rep. David Boyer (R-ME-087), ME Rep. Elizabeth ""Liz"" Caruso (R-ME-072), ME Rep. John ""Jack"" Ducharme (R-ME-071), ME Sen. David Haggan (R-ME-010), ME Rep. Rachel Henderson (R-ME-078), ME Rep. Adam Lee (D-ME-089), ME Rep. Laurie Osher (D-ME-025)"
L.D. 450 (H.P. 304): An Act to Lower Electricity Costs by Repealing the Laws Governing Net Energy Billing,Oppose,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/HP0304?legislature=132,"Legislative Document No. 450, introduced in the 132nd Maine Legislature, proposes the repeal of all laws and regulations governing net energy billing (NEB) in the state. The bill eliminates the authority of the Public Utilities Commission (PUC) to establish or enforce NEB programs, which previously allowed customers who generated their own electricity—often through solar panels—to receive credits or adjustments on their utility bills for energy supplied back to the grid. Specifically, the bill repeals several sections of Title 35-A, including §§3209-A, 3209-B, 3209-C, 3209-D(5), and 3209-E, and enacts a new section (§3209-F) that explicitly prohibits the PUC from requiring utilities to offer NEB. The definition of distributed generation resources is also revised, narrowing eligibility and removing references to NEB participation. 

Additionally, the bill amends property tax statutes (36 MRSA §§655 and 656) to restrict tax exemptions for solar energy equipment solely to systems where all generated energy is used on-site, removing exemptions for equipment associated with NEB customers or those transmitting energy through utility infrastructure for bill credits. The bill also repeals a sales tax exemption for certain renewable energy equipment (36 MRSA §1760, sub-§80). Other statutory references to NEB are updated or removed to align with the repeal, including changes to eligibility criteria for certain energy projects and assistance programs. 

No specific funding allocations or financial figures are included in the bill, as its primary focus is regulatory repeal and statutory amendment. The bill does not set forth new deadlines or transition periods for existing NEB participants, but by repealing the enabling statutes and prohibiting future NEB requirements, it effectively ends the program upon enactment. 

The key point of this legislation is the comprehensive dismantling of Maine’s net energy billing framework, which has been a significant policy tool for promoting distributed renewable energy generation, particularly solar. By removing NEB, the bill may impact the financial viability of new and existing distributed generation projects and alter incentives for residential, commercial, and institutional customers to invest in renewable energy systems. The bill also narrows property and sales tax benefits for solar installations, further reducing state-level support for distributed renewable energy. 

For organizations focused on advancing renewable energy, distributed generation, and customer energy choice, this bill represents a significant policy shift away from supporting small-scale, customer-owned renewable energy projects. The repeal of NEB and associated tax incentives may hinder progress toward clean energy goals and reduce opportunities for customer participation in the energy transition.",ME Rep. Laurel Libby (R-ME-090),"ME Rep. Steven ""Steve"" Bishop (R-ME-017), ME Rep. Joshua ""Josh"" Morris (R-ME-091), ME Rep. Nathan Wadsworth (R-ME-082)"
L.D. 451 (H.P. 305): An Act to Require Testing of Solar and Wind Energy Developments for Perfluoroalkyl and Polyfluoroalkyl Substances Contamination,Support,,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/HP0305?legislature=132,"This legislative amendment to Maine's L.D. 451 modifies the original bill, which mandates testing for perfluoroalkyl and polyfluoroalkyl substances (PFAS) contamination at solar and wind energy developments. The amendment specifically exempts solar energy systems with a nameplate capacity of 100 kilowatts or less that are collocated with a residential customer from these testing requirements, thereby narrowing the scope of the regulation to larger, non-residential solar installations. Additionally, the amendment introduces appropriations to the Department of Environmental Protection, allocating funds for nine new positions—four Hydrogeologists, four Environmental Specialist II roles, and one Senior Environmental Hydrogeologist—along with associated operational costs. The funding amounts to $1,043,304 for fiscal year 2025-26 and $1,121,003 for 2026-27 from the General Fund. These resources are intended to support the implementation and enforcement of the PFAS testing requirements. No specific deadlines or timelines for compliance are mentioned in the amendment. The key points of this amendment align with environmental protection priorities by addressing PFAS contamination risks in renewable energy developments, while also considering the practical impact on small-scale, residential solar projects. The funding provision ensures that the Department of Environmental Protection is equipped to carry out the expanded testing and oversight responsibilities.",ME Rep. Reagan Paul (R-ME-037),"ME Rep. Steven Foster (R-ME-032), ME Sen. Matt Harrington (R-ME-033), ME Rep. Michael ""Mike"" Soboleski (R-ME-073), ME Rep. Nathan Wadsworth (R-ME-082)"
L.D. 342 (H.P. 242): An Act to Include Nuclear Power in the State's Renewable Portfolio Standard,Oppose,"Energy, Nuclear",Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/HP0242?legislature=132,"This legislative act proposes to amend Maine's renewable portfolio standard by including nuclear power as a qualifying renewable energy source, provided the nuclear power plant is constructed after January 1, 2025. Specifically, the bill modifies 35-A MRSA §3210 to add nuclear power plants built after this date to the definitions of both 'renewable capacity resource' (Class I) and 'renewable resource,' which are used to determine the types of energy sources that competitive electricity providers must include in their supply portfolios. The bill does not allocate specific funding or set forth new financial mechanisms, nor does it establish explicit deadlines beyond the construction date requirement for qualifying nuclear plants. The primary change is the expansion of eligible renewable energy sources to include new nuclear facilities, aligning with efforts to diversify Maine's energy mix and potentially support low-carbon electricity generation. This modification may impact organizations focused on clean energy, climate policy, and energy market regulation, as it broadens the scope of what is considered renewable under state law.",ME Rep. Reagan Paul (R-ME-037),"ME Rep. Richard ""Dick"" Campbell (R-ME-019), ME Rep. Aaron Dana (?-ME-152), ME Rep. Steven Foster (R-ME-032), ME Sen. Matt Harrington (R-ME-033), ME Rep. Mathew McIntyre (R-ME-018), ME Rep. Nathan Wadsworth (R-ME-082), ME Rep. Sophia Warren (D-ME-124)"
L.D. 276 (H.P. 180): An Act Regarding Inland Fisheries and Wildlife,Support,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To Any Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 800.",https://legislature.maine.gov/billtracker/#Paper/HP0180?legislature=132,"The proposed legislation aims to amend the existing laws related to inland fisheries and wildlife in the state of Maine. The primary objective of the bill is to update and potentially enhance the regulatory framework governing these areas, although specific amendments or provisions are not detailed in the concept draft. The bill does not specify any funding allocations or financial figures, nor does it outline particular changes to current statutes or regulations. Additionally, the draft does not provide any timelines or deadlines for the implementation of potential amendments. As a concept draft, the bill serves as an initial proposal, indicating the intent to address and possibly reform the management and conservation of inland fisheries and wildlife without providing explicit details at this stage.",ME Rep. Tiffany Roberts (D-ME-149),
L.D. 226 (H.P. 149): An Act to Protect the Cultural Resources and Historical Heritage of Sears Island in Searsport by Extending Conservation Easement Protections,Oppose,,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/HP0149?legislature=132,"Legislative Document No. 226, introduced in the 132nd Maine Legislature, seeks to enhance the protection of Sears Island's cultural and historical resources by mandating the extension of conservation easement protections to all lands on the island not currently covered by a permanent conservation easement. The bill requires the Department of Transportation, working in partnership with the Maine Coast Heritage Trust, to ensure that these additional lands—referred to as the 'Transportation Parcel'—are subject to the same restrictions and management protocols as the adjacent conservation easement areas. The Maine Coast Heritage Trust, as the conservation easement holder, is tasked with nominating a land management entity, whose appointment must be approved by the Department of Transportation in a timely manner and cannot be unreasonably withheld. The legislation specifically references the buffer conservation easement established in 2009 between the State and the Maine Coast Heritage Trust, recorded in the Waldo County Registry of Deeds. No specific funding allocations or deadlines are outlined in the bill. The key point of this legislation is the expansion of conservation protections to ensure unified and consistent management of Sears Island's undeveloped lands, aligning with the mission of organizations focused on land conservation, cultural resource protection, and the preservation of Maine's historical heritage.",ME Rep. Reagan Paul (R-ME-037),"ME Rep. Steven ""Steve"" Bishop (R-ME-017), ME Rep. Aaron Dana (?-ME-152), ME Rep. Billy Bob Faulkingham (R-ME-012), ME Sen. Nicole Grohoski (D-ME-007), ME Rep. Tiffany Strout (R-ME-011), ME Rep. James White (R-ME-030), ME Rep. Russell ""Russ"" White (R-ME-013)"
L.D. 231 (H.P. 154): An Act to Update the Solid Waste Management Hierarchy,Oppose,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/HP0154?legislature=132,"The proposed legislation, titled 'An Act to Update the Solid Waste Management Hierarchy,' amends Maine's existing solid waste management policy as codified in 38 MRSA §2101, sub-§1. The bill specifically revises the order of priorities that guide the state's integrated approach to managing both in-state and imported solid waste. The key modification is the elevation of 'waste processing that reduces the volume of waste needing land disposal, including incineration' from the fifth to the third priority in the hierarchy. Previously, this form of waste processing was ranked below recycling and composting; under the new structure, it is prioritized above recycling and composting but remains below waste reduction at the source and reuse. The bill does not specify any new funding allocations or deadlines, nor does it introduce additional regulatory requirements beyond the reordering of priorities. The legislation maintains the state's commitment to using this hierarchy as a guiding principle in all solid waste management decisions. This change is significant for organizations focused on waste management, environmental protection, and public health, as it may influence future policy decisions, resource allocation, and the development of waste processing infrastructure. The alignment with the organization's mission will depend on its stance regarding the environmental and health impacts of incineration and other waste processing technologies, as these are now given greater precedence over recycling and composting in the state's policy framework.","ME Rep. Richard ""Dick"" Campbell (R-ME-019)","ME Rep. James ""Jim"" Dill (D-ME-026), ME Rep. Randall Greenwood (R-ME-056), ME Sen. David Haggan (R-ME-010), ME Rep. Michael ""Mike"" Soboleski (R-ME-073)"
L.D. 223 (H.P. 146): An Act to Amend the Mining Excise Tax Laws,Watching,"Land Development / Use, Mining",Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/HP0146?legislature=132,"This legislative act revises Maine's mining excise tax laws, implementing recommendations from a recent Department of Administrative and Financial Services review of metallic mineral mining taxation. The bill introduces several significant changes, including exempting unextracted minerals from property tax and simplifying the mining excise tax calculation to a flat rate of 5% of a mining company's gross proceeds, as defined by federal tax code. It also clarifies the definition of 'tax year' for mining companies, aligns accounting periods and methods with federal income tax standards, and adds administrative provisions for filing extensions, amended returns, and estimated tax payments. The legislation repeals and replaces numerous sections of existing law, notably eliminating the Mining Impact Assistance Fund and the Mining Oversight Fund, which previously provided grants to local governments to offset property tax losses and support public services related to mining activities. Instead, the bill mandates that 75% of mining excise tax revenue be allocated to the Land for Maine's Future Trust Fund, supporting land conservation, while the remaining 25% is directed to the state's General Fund. Additionally, the act extends sales tax refunds and exemptions for depreciable machinery, equipment, electricity, and fuel used in commercial mining, aligning these benefits with those already available to agriculture, fishing, aquaculture, and wood harvesting sectors. The changes apply to tax years beginning on or after January 1, 2025, with certain provisions regarding sales tax refunds and exemptions also effective for purchases made on or after that date. Overall, the bill streamlines mining taxation, enhances administrative clarity, and redirects mining-related revenues toward conservation and general state purposes, while removing prior mechanisms for direct local impact mitigation.",ME Rep. Kristen Cloutier (D-ME-094),
L.D. 234 (H.P. 157): An Act to Eliminate Ranked-choice Voting,Oppose,Elections,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/HP0157?legislature=132,"Legislative Document No. 234, introduced in the 132nd Maine Legislature, proposes the complete elimination of ranked-choice voting (RCV) in the State of Maine. The bill repeals and amends multiple sections of Title 21-A of the Maine Revised Statutes, removing all statutory language and procedures related to RCV. Specifically, it repeals definitions and instructions pertaining to RCV, eliminates references to RCV in ballot arrangement, voting instructions, ballot counting, and election returns, and removes the statutory section (Section 723-A) that outlines the ranked-choice voting method. The bill also amends the process for tabulating votes and determining winners in both primary and general elections, reverting to a plurality system where the candidate with the most votes wins, regardless of whether they achieve a majority. This change applies to primary elections for President, U.S. Senator, U.S. Representative, Governor, State Senator, and State Representative, as well as general and special elections for U.S. Senator, U.S. Representative, and presidential electors. Additionally, the bill modifies the procedures for recounts and the certification of presidential electors to remove any references to RCV rounds or tabulation methods. No specific funding allocations or deadlines are mentioned in the bill. The key point of this legislation is the restoration of the traditional plurality voting system for all state and federal offices in Maine, aligning with organizations that advocate for or against specific voting methods. The bill's impact is significant for organizations focused on electoral reform, voting rights, and democratic processes, as it directly addresses the method by which votes are cast and counted in Maine's elections.","ME Rep. Richard ""Dick"" Campbell (R-ME-019)","ME Sen. Dick Bradstreet (R-ME-015), ME Rep. Irene Gifford (R-ME-028), ME Rep. Randall Greenwood (R-ME-056), ME Rep. Abigail ""Abbie"" Griffin (R-ME-034), ME Rep. Shelley Rudnicki (R-ME-067), ME Rep. Michael ""Mike"" Soboleski (R-ME-073), ME Rep. Tiffany Strout (R-ME-011)"
L.D. 204 (S.P. 91): An Act to Reduce the Cost of Electricity by Removing the 100-megawatt Limit on Renewable Resources of Energy,Watching,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/SP0091?legislature=132,"This legislative act proposes to amend Maine's existing renewable energy statutes by removing the 100-megawatt maximum capacity limit for power generation facilities to qualify as renewable resources under the state's renewable portfolio standard (RPS). Specifically, the bill modifies 35-A MRSA §3210, sub-§2, paragraphs B-3 and C, eliminating the requirement that eligible renewable energy sources—such as fuel cells, tidal power, geothermal, hydroelectric, biomass, solar, wind, and waste-to-energy generators—must not exceed 100 megawatts in total production capacity. By striking this capacity cap, the legislation allows larger-scale renewable energy projects to be counted toward the state's RPS compliance, potentially increasing the pool of qualifying renewable energy resources. The bill does not introduce new funding provisions or specific financial allocations, nor does it set forth new deadlines or implementation timelines. The primary focus is on expanding eligibility criteria for renewable energy sources, which aligns with efforts to increase renewable energy generation and potentially reduce electricity costs by broadening the market for renewable energy providers. This change is relevant to organizations focused on clean energy, climate action, and energy affordability, as it may facilitate the development of larger renewable projects and support the state's transition to a more sustainable energy portfolio.",ME Sen. Jeff Timberlake (R-ME-017),"ME Sen. Russell Black (R-ME-005), ME Sen. Brad Farrin (R-ME-003), ME Sen. Matt Harrington (R-ME-033), ME Rep. Sheila Lyman (R-ME-076), ME Rep. Richard ""Rick"" Mason (R-ME-097)"
